name,permalink,sector,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at
tabblo,/company/tabblo,web,4000000.0,acquired,USA,MA,Boston,boston,1.0,
youcalc,/company/youcalc,enterprise,3840000.0,acquired,DNK,,DNK,copenhagen,3.0,2006-06-01
zume life,/company/zume-life,mobile,1700000.0,operating,USA,CA,SF Bay,san jose,2.0,2006-07-25
ncircle network security,/company/ncircle-network-security,software,6000999.0,acquired,USA,CA,SF Bay,san francisco,2.0,1998-01-01
getfugu,/company/getfugu,software,800000.0,closed,USA,CA,SF Bay,san francisco,1.0,2007-01-01
livehive systems,/company/livehive-systems,software,1800000.0,operating,CAN,,Waterloo,waterloo,1.0,2005-12-01
fetchback,/company/fetchback,advertising,1000000.0,acquired,USA,AZ,Phoenix,tempe,1.0,2007-04-01
ilogon,/company/ilogon,web,50000.0,operating,,,unknown,,1.0,2008-04-05
the society,/company/the-society,web,1500000.0,closed,USA,CO,Denver,lakewood,2.0,2007-01-01
tumblr,/company/tumblr,web,125250000.0,acquired,USA,NY,New York,new york,6.0,2007-02-01
e-merges.com,/company/e-merges-com,software,35000.0,operating,USA,MD,Washington DC,annapolis,1.0,2000-02-14
mashery,/company/mashery,enterprise,34700000.0,acquired,USA,CA,SF Bay,san francisco,6.0,2006-05-01
radar networks,/company/radar-networks,advertising,24000000.0,acquired,USA,CA,SF Bay,san francisco,4.0,
idiro,/company/idiro,software,2000000.0,operating,IRL,,Ireland - Other,,1.0,2004-01-01
buzzd,/company/buzzd,mobile,4000000.0,operating,USA,NY,New York,new york,4.0,2007-11-01
clickatell,/company/clickatell-inc,messaging,12000000.0,operating,USA,CA,SF Bay,redwood city,1.0,2000-01-01
consentry networks,/company/consentry-networks,network_hosting,46400000.0,closed,USA,CA,SF Bay,milpitas,3.0,2003-06-01
ikano communications,/company/ikanos-communications,web,22500000.0,operating,USA,UT,Salt Lake City,salt lake city,1.0,1999-12-01
loglogic,/company/loglogic,security,8800000.0,acquired,USA,CA,SF Bay,san jose,1.0,2002-01-01
sipera systems,/company/sipera-systems,security,39730000.0,operating,USA,TX,Dallas,richardson,4.0,2003-01-01
dash,/company/dash,mobile,65000000.0,acquired,USA,,SF Bay,sunnyvale,3.0,
for art's sake media,/company/for-arts-sake-media,web,100000.0,closed,,,unknown,,1.0,2007-10-01
nimble storage,/company/nimble-storage,enterprise,81700000.0,operating,USA,CA,SF Bay,san jose,3.0,2008-01-01
aruba networks,/company/aruba-networks,,45000003.0,ipo,USA,CA,SF Bay,sunnyvale,3.0,2002-01-01
hall,/company/hall-com,messaging,6080000.0,operating,USA,CA,SF Bay,mountain view,2.0,2011-01-01
veodia,/company/veodia,games_video,8300000.0,operating,USA,CA,SF Bay,san mateo,1.0,2006-01-01
dealbase corporation,/company/dealbase-corporation,web,1000000.0,operating,USA,CA,Los Angeles,manhattan beach,1.0,2008-06-01
cliqset,/company/cliqset,web,2000000.0,operating,USA,FL,Jacksonville,jacksonville,2.0,2008-08-08
the solution group,/company/the-solution-group,software,500000.0,operating,USA,MI,Detroit,farmington hills,1.0,2002-09-30
big fish,/company/big-fish-games,games_video,95244796.0,operating,USA,WA,Seattle,seattle,2.0,2002-01-01
justfab,/company/justfabulous,fashion,149000000.0,operating,USA,CA,Los Angeles,el segundo,3.0,2010-02-01
utest,/company/utest,software,37800000.0,operating,USA,MA,Boston,framingham,5.0,2007-08-01
metranome,/company/metranome,mobile,2000000.0,closed,CAN,,Waterloo,waterloo,1.0,2007-01-01
innerscope research,/company/innerscope-research,biotech,9400000.0,operating,USA,MA,Boston,boston,1.0,
intrinsic therapeutics,/company/intrinsic-therapeutics,medical,11600000.0,operating,USA,MA,Boston,woburn,1.0,2000-02-01
cardiokinetix,/company/cardiokinetix,medical,71000000.0,operating,USA,CA,SF Bay,menlo park,3.0,2003-01-01
streamline alliance,/company/streamline-alliance,other,1000000.0,operating,USA,FL,Florida - Other,,1.0,1999-01-05
semantra,/company/semantra,software,9100000.0,closed,USA,TX,Dallas,addison,3.0,2003-01-01
notifixious,/company/notifixious,public_relations,200000.0,operating,USA,CA,SF Bay,san francisco,2.0,2008-06-01
bridge energy group,/company/bridge-energy-group,consulting,11000000.0,operating,USA,MA,Boston,marlborough,2.0,2006-01-01
startapp,/company/startapp,mobile,4300000.0,operating,USA,NY,New York,new york,1.0,2010-12-01
plugaround,/company/plugaround,web,93359.0,operating,FRA,,Paris,paris,1.0,2010-03-27
alice.com,/company/alice-com,ecommerce,21827665.0,operating,USA,WI,Middleton,middleton,2.0,2008-06-01
colorplaza,/company/colorplaza,web,2970000.0,acquired,CHE,,Vevey,vevey,1.0,1999-01-01
payoneer,/company/payoneer,other,14000000.0,operating,USA,NY,New York,new york,3.0,2005-04-01
casaswap.com,/company/casaswap,web,80000.0,operating,DNK,,DNK,copenhagen,1.0,2004-01-01
songkick,/company/songkick,music,16615000.0,operating,GBR,,London,london,5.0,2007-06-01
qpyn,/company/qpyn,mobile,891177.0,closed,GBR,,London,london,1.0,2003-01-01
pathable,/company/pathable,network_hosting,314169.0,operating,USA,WA,Seattle,seattle,1.0,2007-01-01
homeviva,/company/homeviva,web,40000.0,operating,,,unknown,,1.0,2011-04-01
shopatron,/company/shopatron,enterprise,10000000.0,operating,USA,CA,San Luis Obispo,san luis obispo,2.0,2001-10-10
gowalla,/company/gowalla,web,10400001.0,acquired,USA,TX,Austin,austin,3.0,2007-08-28
wix,/company/wix,web,58500000.0,ipo,ISR,,Tel Aviv,tel aviv,4.0,2006-01-01
ironroad usa,/company/ironroad-usa,messaging,1200000.0,operating,SWE,,Stockholm,stockholm,1.0,
directmoney,/company/directmoney,public_relations,98000.0,closed,AUS,,Balmain,balmain,1.0,2006-12-20
firstfuel software,/company/firstfuel-software,analytics,20900000.0,operating,USA,MA,Boston,lexington,3.0,2011-09-01
get.com,/company/get-com,social,1000000.0,operating,USA,CA,Los Angeles,santa monica,1.0,2011-04-01
jackbe,/company/jackbe,software,24500000.0,acquired,USA,MD,Washington DC,chevy chase,4.0,2002-01-01
ziva software,/company/ziva-software,mobile,1700000.0,closed,IND,,Bangalore,bangalore,1.0,2005-01-01
altermune technologies,/company/altermune-technologies,biotech,7000000.0,operating,USA,CA,Los Angeles,irvine,1.0,2010-01-01
bespoke global,/company/bespoke-global,ecommerce,3030712.0,operating,USA,NY,New York,new york,3.0,2010-01-01
oneroof energy,/company/oneroof-energy,cleantech,83000000.0,operating,USA,CA,San Diego,san diego,4.0,2009-01-01
onvantage,/company/onvantage,software,18000000.0,acquired,USA,CA,SF Bay,santa clara,1.0,2004-01-01
salesloft,/company/salesloft,software,18000.0,operating,USA,GA,Atlanta,atlanta,2.0,2011-09-12
ijukebox,/company/ijukebox,music,2125000.0,operating,USA,MA,Boston,boston,3.0,2010-02-22
echosign,/company/echosign,web,8500000.0,acquired,USA,CA,SF Bay,palo alto,2.0,2005-07-15
academia.edu,/company/academia-edu,social,17800000.0,operating,USA,CA,SF Bay,san francisco,4.0,2008-09-01
brightstorm,/company/brightstorm,games_video,6000000.0,operating,USA,CA,SF Bay,san francisco,1.0,2008-04-01
unigo,/company/unigo,education,2000000.0,operating,USA,NY,New York,new york,2.0,2008-09-01
packettrap networks,/company/packettrap,software,5500000.0,operating,USA,CA,SF Bay,san francisco,1.0,2006-01-01
bigfix,/company/bigfix,software,8400000.0,acquired,USA,CA,SF Bay,emeryville,1.0,1997-01-01
marktend,/company/marktend,enterprise,150000.0,operating,USA,CA,Sacramento,sacramento,1.0,2008-04-01
doclanding,/company/doccenter,enterprise,175000.0,operating,USA,NE,Omaha,omaha,1.0,2000-01-01
newswhip,/company/newswhip,news,1100000.0,operating,IRL,,Dublin,dublin,2.0,2011-05-01
corporama,/company/corporama,enterprise,512000.0,operating,FRA,,Paris,paris,1.0,2010-03-01
fieldsolutions,/company/fieldsolutions,hardware,1500000.0,operating,USA,MN,Minneapolis,minnetonka,1.0,2006-01-01
hollywood interactive group,/company/hollywood-interactive-group,web,5000000.0,closed,USA,CA,Los Angeles,los angeles,1.0,
zlio,/company/zlio,ecommerce,4000000.0,closed,FRA,,Paris,paris,1.0,2005-11-01
buzzwire,/company/buzzwire,mobile,12000000.0,closed,USA,CO,Denver,denver,2.0,2007-07-01
klosetshop,/company/klosetshop,ecommerce,30000.0,closed,,,unknown,,1.0,2011-05-15
leapfrog online,/company/leapfrog-on-line,advertising,30000000.0,operating,USA,IL,Chicago,evanston,1.0,1995-01-01
lantronix,/company/lantronix,hardware,4500000.0,ipo,USA,CA,Los Angeles,irvine,1.0,1989-01-01
ev-social,/company/ev-social,social,40000.0,operating,CHL,,Santiago,santiago,1.0,2011-06-01
official.fm,/company/officialfm,music,6600000.0,operating,CHE,,Geneva,geneva,2.0,2010-08-15
risesmart,/company/risesmart,enterprise,12600000.0,operating,USA,CA,SF Bay,san jose,4.0,2007-02-01
vertica systems,/company/vertica-systems,software,30500000.0,acquired,USA,MA,Boston,billerica,3.0,2005-01-01
rollbase,/company/rollbase,enterprise,300000.0,acquired,USA,CA,SF Bay,saratoga,1.0,2007-08-01
neosurgical,/company/neosurgical,medical,2148800.0,operating,IRL,,Dublin,dublin 24,1.0,
onstate,/company/onstate,network_hosting,5500000.0,acquired,USA,MA,Boston,burlington,1.0,
vivio,/company/tellmetwin,web,250000.0,operating,USA,CA,SF Bay,san francisco,1.0,2007-09-04
yelp,/company/yelp,search,89969340.0,ipo,USA,CA,SF Bay,san francisco,7.0,2004-07-01
infinity pharmaceuticals,/company/infinity-pharmaceuticals,biotech,156040191.0,operating,USA,MA,Boston,cambridge,3.0,2001-01-01
exaprotect,/company/exaprotect,security,7660000.0,acquired,USA,CA,SF Bay,mountain view,1.0,2004-01-01
club scene network,/company/club-scene-network,games_video,225000.0,closed,,,unknown,,1.0,2004-02-10
innroad,/company/innroad-inc,software,12895310.0,operating,USA,NY,Southampton,southampton,4.0,
cityvoter,/company/cityvoter,web,4180000.0,operating,USA,MA,Boston,cambridge,2.0,2005-01-01
trion worlds,/company/trion-world-network,games_video,190120000.0,operating,USA,CA,SF Bay,redwood city,4.0,2006-01-01
cloudmine,/company/cloudmine,enterprise,1105000.0,operating,USA,PA,Philadelphia,philadelphia,4.0,2011-05-01
wikeez,/company/wikeez,games_video,250000.0,operating,LBN,,Beirut,beirut,1.0,2008-07-12
world golf tour,/company/world-golf-tour,sports,21000000.0,operating,USA,CA,SF Bay,san francisco,3.0,2007-02-01
big contacts,/company/bigcontacts,web,350000.0,operating,USA,GA,Atlanta,suwanee,1.0,2005-09-01
addmybest,/company/addmybest,ecommerce,1170000.0,operating,USA,,New Jersey,new jersey,1.0,2009-08-01
zsoup,/company/zsoup,search,90000.0,operating,KOR,,Seongnam,seongnam,1.0,2007-09-01
groupon,/company/groupon,web,1147288416.0,ipo,USA,IL,Chicago,chicago,7.0,2008-11-11
b-side entertainment,/company/b-side,games_video,7350000.0,closed,USA,NY,New York,new york,2.0,2005-04-07
all-scrap,/company/all-scrap,web,100000.0,operating,,,unknown,,1.0,2007-10-01
rally.org,/company/rally-org,nonprofit,7900000.0,operating,USA,CA,SF Bay,san francisco,2.0,2009-03-14
actacell,/company/actacell,cleantech,9800000.0,acquired,USA,TX,Austin,austin,3.0,
heatwave interactive,/company/heatwave-interactive,games_video,12600000.0,operating,USA,TX,Austin,austin,2.0,2008-01-01
phoenix energy technologies,/company/phoenix-energy-technologies,software,5000000.0,operating,USA,CA,Los Angeles,irvine,1.0,2004-01-01
microstaq,/company/microstaq,hardware,12500000.0,operating,USA,TX,Austin,austin,1.0,
onespot,/company/onespot,advertising,11682151.0,operating,USA,TX,Austin,austin,5.0,2005-01-01
itaggit,/company/itaggit,web,1300000.0,closed,USA,TX,Austin,austin,2.0,
coretrace,/company/coretrace,security,16898621.0,acquired,USA,TX,Austin,austin,3.0,2007-01-01
gamesalad,/company/gendai-games,games_video,7100000.0,operating,USA,CA,SF Bay,san francisco,2.0,2007-08-27
marakana,/company/marakana,education,200000.0,acquired,USA,CA,SF Bay,san francisco,1.0,2005-01-01
picapp,/company/picapp,web,3200000.0,acquired,USA,CA,SF Bay,san francisco,1.0,2008-01-01
livra panels,/company/livra,web,1000000.0,operating,ARG,,Buenos Aires,buenos aires,1.0,1999-12-01
orderwithme,/company/orderwithme,software,9000000.0,operating,USA,NV,Las Vegas,las vegas,2.0,2011-03-01
agilesource,/company/agilesource,mobile,75000.0,operating,CHN,,Hong Kong,hong kong,1.0,2010-04-01
predictify,/company/predictify,advertising,4300000.0,closed,USA,CA,SF Bay,redwood city,1.0,2007-03-01
high-tech bridge,/company/high-tech-bridge,security,4300000.0,operating,CHE,,Geneva,geneva,1.0,2007-12-12
lifeblob,/company/lifeblob,web,1000000.0,acquired,,,unknown,,1.0,
dreambox learning,/company/dreambox-learning,education,21100000.0,operating,USA,WA,Seattle,bellevue,3.0,2004-06-08
mydealboard.com,/company/mydealboard-com,web,102372.0,operating,CAN,,Mississauga,mississauga,1.0,2010-10-01
weare.us,/company/weare-us,advertising,50000.0,closed,USA,CA,SF Bay,san francisco,1.0,2007-12-01
lumenergi,/company/lumenergi,cleantech,26400000.0,operating,USA,CA,SF Bay,newark,3.0,2008-01-01
buddy,/company/buddy,enterprise,1175000.0,operating,USA,WA,Seattle,kirkland,2.0,2011-09-22
seven networks,/company/seven,software,62000000.0,operating,USA,CA,SF Bay,san carlos,2.0,2000-01-01
cramster,/company/cramster,web,9000000.0,acquired,USA,CA,Los Angeles,pasadena,2.0,2002-01-01
united dogs and cats,/company/uniteddogsandcats,web,941288.0,closed,EST,,Tallinn,tallinn,2.0,2007-01-01
bloglovin,/company/bloglovin,web,1000000.0,operating,SWE,,Stockholm,stockholm,3.0,2008-11-01
buzzstream,/company/buzzstream,software,74996.0,operating,USA,TX,Austin,austin,2.0,2008-02-01
right90,/company/right90,software,22000000.0,acquired,USA,CA,SF Bay,foster city,3.0,2003-01-01
big in japan,/company/big-in-japan,mobile,700000.0,operating,USA,TX,Dallas,dallas,1.0,2008-07-01
finsphere,/company/finsphere,mobile,30700000.0,operating,USA,WA,Seattle,bellevue,4.0,2007-01-01
wiggio,/company/wiggio,enterprise,2939581.0,acquired,USA,MA,Boston,boston,4.0,2008-09-15
exajoule,/company/exajoule,hardware,2500000.0,operating,USA,CA,SF Bay,palo alto,2.0,2002-01-01
duckduckgo,/company/duck-duck-go,search,5999999.0,operating,USA,PA,Philadelphia,paoli,2.0,2008-09-25
orbel health,/company/orbel-health,health,384880.0,operating,GBR,,London,london,1.0,
smule,/company/smule,music,25500000.0,operating,USA,CA,SF Bay,san francisco,4.0,2008-01-01
pionetics,/company/pionetics,,6400000.0,operating,USA,CA,SF Bay,san carlos,1.0,
solicore,/company/solicore,other,33325468.0,operating,USA,FL,Tampa,lakeland,6.0,
sensicore,/company/sensicore,cleantech,12000000.0,acquired,,,unknown,,1.0,
hydropoint data systems,/company/hydropoint-data-systems,analytics,40094161.0,operating,USA,CA,SF Bay,petaluma,4.0,2002-01-01
oqo,/company/oqo,mobile,39800000.0,operating,USA,CA,SF Bay,san francisco,4.0,2000-01-01
radio one llama,/company/radio-one-llama,games_video,1000000.0,operating,USA,IL,Champaign,champaign,1.0,2006-04-01
spotplex,/company/spotplex,web,450000.0,closed,USA,CA,SF Bay,santa clara,1.0,2007-02-01
pearl.com,/company/pearl-com,web,50700000.0,operating,USA,CA,SF Bay,san francisco,2.0,2003-01-01
unmetric,/company/unmetric,analytics,8700000.0,operating,USA,CA,SF Bay,san francisco,2.0,2011-02-01
lenddo,/company/lenddo,finance,14000000.0,operating,PHL,,Makati City,makati city,2.0,2011-01-01
health options worldwide,/company/health-options-worldwide,health,522000.0,operating,USA,NJ,Princeton,princeton,2.0,2008-12-01
trialpay,/company/trialpay,advertising,55800000.0,operating,USA,CA,SF Bay,mountain view,3.0,2006-02-09
bitwine,/company/bitwineinc,mobile,22500000.0,operating,USA,NJ,New York,tenafly,2.0,2005-12-01
pch international,/company/pch-international,hardware,77000000.0,operating,CHN,,Shenzen,shenzen,3.0,1996-01-01
wesync.tv,/company/wesync-tv,mobile,100000.0,closed,CHL,,Santiago,santiago,1.0,2011-08-23
total immersion,/company/total-immersion,software,11220000.0,operating,FRA,,Paris,suresnes,2.0,1999-01-01
modria,/company/modria,legal,7500000.0,operating,USA,CA,SF Bay,san jose,2.0,2011-04-01
stylefeeder,/company/stylefeeder-2,ecommerce,3500000.0,acquired,USA,MA,Boston,cambridge,3.0,2006-05-03
squrl,/company/squrl,search,550000.0,closed,USA,CA,SF Bay,san francisco,1.0,
2vancouver,/company/2vancouver,ecommerce,80000.0,operating,CAN,,Vancouver,vancouver,1.0,2009-03-15
honey,/company/honey,enterprise,1250000.0,operating,USA,NY,New York,brooklyn,1.0,2012-01-01
current communications group,/company/current-communications-group,web,113000000.0,acquired,USA,MD,Washington DC,"germantown,",2.0,
kankan,/company/kankan,web,5000000.0,operating,CHN,,Shenzhen,shenzhen,1.0,2003-01-01
collegehumor,/company/collegehumor,games_video,20000000.0,acquired,USA,,United States - Other,,1.0,1999-01-01
geocities,/company/geocities,network_hosting,40000000.0,acquired,,,unknown,,4.0,1996-01-01
stamped,/company/stamped,mobile,3000000.0,acquired,USA,NY,New York,new york,2.0,2011-04-01
lucky sort,/company/lucky-sort,analytics,500000.0,acquired,USA,OR,Portland,portland,1.0,2011-05-01
instantaction,/company/garagegames,games_video,50000000.0,closed,USA,NV,Las Vegas,las vegas,1.0,1999-01-01
wentworth technology,/company/wentworth-technology,mobile,3630298.0,operating,USA,ME,Saco,saco,6.0,2010-01-01
breitbart news network,/company/breitbart-news-network,news,10000000.0,operating,USA,CA,Los Angeles,los angeles,1.0,2007-01-01
mobivity,/company/mobivity,mobile,10917805.0,operating,USA,AZ,Phoenix,chandler,1.0,2006-02-01
momentum bioscience,/company/momentum-bioscience,biotech,357061.0,operating,GBR,,London,reading,1.0,
radionomy,/company/radionomy,music,6000000.0,operating,BEL,,Brussels,brussels,3.0,2007-09-24
drivr,/company/drivr,transportation,2100000.0,operating,DNK,,DNK,copenhagen,2.0,2010-12-20
firetide,/company/firetide,mobile,39790000.0,operating,USA,CA,SF Bay,campbell,4.0,2003-01-01
magnus health,/company/magnus-health-portal,software,100000.0,operating,USA,NC,Raleigh-Durham,raleigh,2.0,2006-01-01
five cool,/company/five-cool,games_video,81191.0,operating,GBR,,London,london,1.0,2009-09-17
renkoo,/company/renkoo,web,9000000.0,closed,USA,CA,SF Bay,redwood city,2.0,
seamless north america,/company/seamless-north-america,hospitality,51000000.0,operating,USA,NY,New York,new york,3.0,
yapta,/company/yapta,travel,23870000.0,operating,USA,WA,Seattle,seattle,10.0,2007-07-01
paybymobile,/company/paybymobile,ecommerce,1080450.0,operating,IRL,,Dublin,dublin,1.0,2009-04-09
sdh group,/company/sdh-group,other,915000.0,closed,USA,FL,Tampa,st. petersburg,1.0,2003-01-02
